 ;;LAPORAN PENJUALAN DETAIL;;;;;;PERIODE : 01/07/26 - 31/07/26;;;;
;;INSPIRASI MEDIA KREATIF;;;;;;;;;;
;;;;;;;;;;;;
;;JL. TUKAD BATANGHARI XI NO 2;;;;;;;;;;
;;0361-4783465;;;;;;;;;;
;;-;;;;;;;;;;
 ;;;;;;;;;;;;
No Transaksi;;Tanggal;;Dept.;Kode Pel.;Nama Pelanggan;;;Alamat;;;
 ;;;;;;;;;;;;
 ;;;;;;;;;;;;
JL-0011461-26;;03/07/2026;;;PL4635;ROY TOLHAS SIHOMBING;;;Gg. H. TOHIR NO.64 RT 001/003 KEL. CIRIUNG, KEC. CIBINONG BOGOR  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;CAT CHOIZE KITTEN SALMON 20KG;CAT CHOIZE KITTEN SALMON 20KG;;;;;1;SAK;471.000;0;471.000;
2;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;2;SAK;471.000;0;942.000;
3;CAT CHOIZE TUNA 20KG;CAT CHOIZE TUNA 20KG;;;;;2;SAK;419.000;0;838.000;
4;CAT CHOIZE MOTHER & KITTEN 20KG;CAT CHOIZE MOTHER & KITTEN 20KG;;;;;2;SAK;472.000;0;944.000;
5;BOLT CAT MOTHER&KITTEN 20KG TUNA;BOLT CAT MOTHER&KITTEN 20KG TUNA;;;;;1;SAK;471.500;0;471.500;
6;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;2;SAK;415.000;0;830.000;
7;BOLT CAT TUNA 20KG DONAT FRESHPACK;BOLT CAT TUNA 20KG DONAT FRESHPACK;;;;;1;SAK;415.000;0;415.000;
8;CHESTER 20 KG FP - TUNA;CHESTER 20 KG FP - TUNA;;;;;1;SAK;379.000;0;379.000;
9;EXCEL CAT 20 KG M&K;EXCEL CAT 20 KG MOTHER & KITTEN;;;;;1;SAK;470.000;0;470.000;
10;EXCEL CAT 20 KG SALMON;EXCEL CAT 20 KG SALMON KOIN;;;;;1;SAK;423.500;0;423.500;
11;EXCEL CAT 20 KG TI;EXCEL CAT 20 KG TUNA IKAN;;;;;1;SAK;423.500;0;423.500;
12;FELIBITE 500 GR I (SAK);FELIBITE 500 GR IKAN (SAK);;;;;1;SAK;443.000;0;443.000;
13;PASIR BOSSCAT 5.5 L;PASIR BOSS CAT 5.5 L (ISI 5);;;;;40;PCS;26.000;0;1.040.000;
;;;;;; ;;;;;;
;;;;;;;56;;;;8.090.500;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;8.090.500;;
 ;;;;;;;;;;;;
JL-0011475-26;;03/07/2026;;;PL6844;RADEN BAGUS ANGGY;;;JL. LAPANGAN TEMBAK BLOK 31 H, KELAPA DUA WETAN, CIRACAS (ORGANIC PETSHOP) JAKARTA TIMUR DKI JAKARTA;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;2;SAK;415.000;0;830.000;
2;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;1;SAK;419.000;0;419.000;
3;TOP CAT LITTER 25 L;TOP CAT LITTER 25 L;;;;;2;PCS;105.000;0;210.000;
4;PASIR SPS (ALL VARIANT);PASIR ZEOLITE;;;;;10;SAK;23.500;0;235.000;
;;;;;; ;;;;;;
;;;;;;;15;;;;1.694.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;1.694.000;;
 ;;;;;;;;;;;;
JL-0011493-26;;04/07/2026;;;PL7083;ELSY PURWITASARI;;;SMA 58 CIRACAS NO.10 (DEKET KELURAHAN CICARAS SAMPING INDOMARET)  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;PASIR BOSSCAT 25 L;PASIR BOSS CAT 25 L;;;;;3;PCS;90.000;0;270.000;
;;;;;; ;;;;;;
;;;;;;;3;;;;270.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;270.000;;
 ;;;;;;;;;;;;
JL-0011497-26;;04/07/2026;;;PL0287;YUDA - CITEUREUP;;;CITEUREUP BOGOR JAWA BARAT;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;4;SAK;413.000;0;1.652.000;
2;BOLT CAT TUNA 20KG DONAT FRESHPACK;BOLT CAT TUNA 20KG DONAT FRESHPACK;;;;;1;SAK;413.000;0;413.000;
3;EXCEL CAT 20 KG TI;EXCEL CAT 20 KG TUNA IKAN;;;;;1;SAK;418.500;0;418.500;
4;FELIBITE 500 GR I (SAK);FELIBITE 500 GR IKAN (SAK);;;;;1;SAK;440.500;0;440.500;
5;CAT CHOIZE TUNA 20KG;CAT CHOIZE TUNA 20KG;;;;;1;SAK;417.000;0;417.000;
6;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;2;SAK;417.000;0;834.000;
7;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;1;SAK;469.000;0;469.000;
8;MISTER PUSS SALMON 20KG;MISTER PUSS SALMON 20KG;;;;;1;SAK;380.000;0;380.000;
;;;;;; ;;;;;;
;;;;;;;12;;;;5.024.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;5.024.000;;
 ;;;;;;;;;;;;
JL-0011499-26;;04/07/2026;;;PL3824;AHMAD SAIFUDIN;;;KP. UTAN RT008/008 RAGUNAN PS. MINGGU JAKARTA SELATAN DKI JAKARTA;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;LEZATO TUNA 20KG;LEZATO TUNA 20KG;;;;;1;SAK;398.000;0;398.000;
;;;;;; ;;;;;;
;;;;;;;1;;;;398.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;398.000;;
 ;;;;;;;;;;;;
JL-0011518-26;;04/07/2026;;;PL0188;HADI SUTARNO;;;KELAPA DUA RESIDENCE BLOM G5 RT011/007 TUGU CIMANGGIS DEPOK JAWA BARAT;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;TOTO CAT LITTER 5 L;TOTO CAT LITTER 5 L (ISI 6);;;;;6;PCS;24.500;0;147.000;
2;TOTO CAT LITTER 10 L;TOTO CAT LITTER 10 L (ISI 3);;;;;3;PCS;45.000;0;135.000;
;;;;;; ;;;;;;
;;;;;;;9;;;;282.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;282.000;;
 ;;;;;;;;;;;;
JL-0011530-26;;04/07/2026;;;PL0139;NAZAR - CIBUBUR;;;JL. PEDURENAN DEPOK RT 02/02 CISALAK PASAR CIMANGGIS DEPOK JAWA BARAT;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;TOP CAT LITTER 5 L;TOP CAT LITTER 5 L (ISI 6);;;;;12;PCS;25.500;0;306.000;
2;MARKOTOPS CAT LITTER 25 L;PASIR MARKOTOPS 25 L;;;;;5;PCS;104.500;0;522.500;
;;;;;; ;;;;;;
;;;;;;;17;;;;828.500;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;828.500;;
 ;;;;;;;;;;;;
JL-0011531-26;;04/07/2026;;;PL5606;WILD VET - GONGSENG;;;JL. GONGSENG RAYA NO.04 RT 001/010 KEL. GONGSENG, KEC. PS. REBO (SAMPING ES TEH INDONESIA)  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;TOP CAT LITTER 25 L;TOP CAT LITTER 25 L;;;;;5;PCS;105.000;0;525.000;
2;MISTER PUSS TUNA 20KG;MISTER PUSS TUNA 20KG;;;;;1;SAK;383.000;0;383.000;
3;BEAUTY CAT 20KG - CHICKEN & SALMON;BEAUTY CAT 20KG - CHICKEN & SALMON;;;;;1;SAK;523.000;0;523.000;
;;;;;; ;;;;;;
;;;;;;;7;;;;1.431.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;1.431.000;;
 ;;;;;;;;;;;;
JL-0011574-26;;06/07/2026;;;PL5113;ARAFYAT GIAWA;;;JL. SWADAYA 1 NO. 2 RT 008 / RW. 010 PEJATEN TIMUR PASAR MINGGU JAKARTA SELATAN DKI JAKARTA;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;TOP CAT LITTER 25 L;TOP CAT LITTER 25 L;;;;;5;PCS;105.000;0;525.000;
2;TOP CAT LITTER 5 L;TOP CAT LITTER 5 L (ISI 6);;;;;60;PCS;27.500;0;1.650.000;
3;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;2;SAK;471.000;0;942.000;
4;CAT CHOIZE MOTHER & KITTEN 20KG;CAT CHOIZE MOTHER & KITTEN 20KG;;;;;1;SAK;472.000;0;472.000;
5;BOLT CAT MOTHER&KITTEN 20KG TUNA;BOLT CAT MOTHER&KITTEN 20KG TUNA;;;;;1;SAK;471.500;0;471.500;
6;CHESTER 20 KG FP - TUNA;CHESTER 20 KG FP - TUNA;;;;;3;SAK;379.000;0;1.137.000;
7;EXCEL CAT 20 KG TI;EXCEL CAT 20 KG TUNA IKAN;;;;;1;SAK;423.500;0;423.500;
8;MEO 7 KG - TUNA;MEO 7 KG - TUNA;;;;;1;SAK;253.000;0;253.000;
;;;;;; ;;;;;;
;;;;;;;74;;;;5.874.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;5.874.000;;
 ;;;;;;;;;;;;
JL-0011577-26;;06/07/2026;;;PL5369;PHENG TJUI;;;PERUMNAS TOKOJO RT.004/013 KIJANG KOTA KEC.BINTAN TIMUR  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT CAT MOTHER&KITTEN 20KG SALMON;BOLT CAT MOTHER&KITTEN 20KG SALMON;;;;;3;SAK;469.500;0;1.408.500;
2;BOLT CAT MOTHER&KITTEN 20KG TUNA;BOLT CAT MOTHER&KITTEN 20KG TUNA;;;;;3;SAK;469.500;0;1.408.500;
3;MPKM10K;MISTER PUSS KITTEN MAMA 10KG;;;;;10;SAK;218.000;0;2.180.000;
;;;;;; ;;;;;;
;;;;;;;16;;;;4.997.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;4.997.000;;
 ;;;;;;;;;;;;
JL-0011582-26;;06/07/2026;;;PL0002;TEGUH PS;;;GUNUNG PUTRI  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;40;SAK;410.500;0;16.420.000;
2;CAT CHOIZE TUNA 20KG;CAT CHOIZE TUNA 20KG;;;;;10;SAK;417.000;0;4.170.000;
;;;;;; ;;;;;;
;;;;;;;50;;;;20.590.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;20.590.000;;
 ;;;;;;;;;;;;
JL-0011585-26;;06/07/2026;;;PL4624;TRI WIHARTO;;;JL. KEBAGUSAN 4 DALAM NO.83  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;MARKOTOPS CAT LITTER 5.5 L;PASIR MARKOTOPS 5.5 L (ISI 5);;;;;15;PCS;30.000;0;450.000;
;;;;;; ;;;;;;
;;;;;;;15;;;;450.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;450.000;;
 ;;;;;;;;;;;;
JL-0011587-26;;06/07/2026;;;PL0168;SARTO - JAGAKARSA;;;JAGAKARSA JAKARTA SELATAN DKI JAKARTA;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;2;SAK;415.000;0;830.000;
2;LEZATO TUNA 20KG;LEZATO TUNA 20KG;;;;;1;SAK;398.000;0;398.000;
3;CAT CHOIZE KITTEN SALMON 20KG;CAT CHOIZE KITTEN SALMON 20KG;;;;;1;SAK;471.000;0;471.000;
4;BOLT CAT TUNA 20KG DONAT FRESHPACK;BOLT CAT TUNA 20KG DONAT FRESHPACK;;;;;1;SAK;415.000;0;415.000;
5;EXCEL CAT 20 KG TD;EXCEL CAT 20 KG TUNA DONAT;;;;;1;SAK;423.500;0;423.500;
6;CAT CHOIZE TUNA 20KG;CAT CHOIZE TUNA 20KG;;;;;1;SAK;419.000;0;419.000;
7;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;1;SAK;419.000;0;419.000;
8;EXCEL CAT 20 KG TI;EXCEL CAT 20 KG TUNA IKAN;;;;;1;SAK;423.500;0;423.500;
;;;;;; ;;;;;;
;;;;;;;9;;;;3.799.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;3.799.000;;
 ;;;;;;;;;;;;
JL-0011606-26;;06/07/2026;;;PL6564;MAMAH DHEA - LIMO DEPOK;;;JL . BENDA BLOK B 10 NO.12 A LIMO DEPOK DEPOK JAWA BARAT;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;DOG CHOIZE LAMB 20KG;DOG CHOIZE LAMB 20KG;;;;;10;SAK;345.000;0;3.450.000;
;;;;;; ;;;;;;
;;;;;;;10;;;;3.450.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;3.450.000;;
 ;;;;;;;;;;;;
JL-0011625-26;;06/07/2026;;;PL4882;JAKA KURNIAWAN;;;PALSIGUNUNG RT 007/004 TUGU CIMANGGIS DEPOK JAWA BARAT;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;MPKM10K;MISTER PUSS KITTEN MAMA 10KG;;;;;10;SAK;221.000;0;2.210.000;
2;MISTER PUSS SALMON 20KG;MISTER PUSS SALMON 20KG;;;;;5;SAK;383.000;0;1.915.000;
;;;;;; ;;;;;;
;;;;;;;15;;;;4.125.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;4.125.000;;
 ;;;;;;;;;;;;
JL-0011645-26;;07/07/2026;;;PL0205;MARTINI;;;LENTENG AGUNG  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;TOP CAT LITTER 5 L;TOP CAT LITTER 5 L (ISI 6);;;;;12;PCS;27.500;0;330.000;
;;;;;; ;;;;;;
;;;;;;;12;;;;330.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;330.000;;
 ;;;;;;;;;;;;
JL-0011646-26;;07/07/2026;;;PL2127;AHMAD HIDAYAT;;;GRAHA CIANGSANA ASRI BLOK F.NO.14RT.002/012 BOGOR JAWA BARAT;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;PASIR BOSSCAT 25 L;PASIR BOSS CAT 25 L;;;;;1;PCS;90.000;0;90.000;
;;;;;; ;;;;;;
;;;;;;;1;;;;90.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;90.000;;
 ;;;;;;;;;;;;
JL-0011649-26;;07/07/2026;;;PL7286;DITA NADIA ALAWIYAH;;;JL. LEMBANG II DALAM NO.24 RT.001/008 SUDIMARA BARAT, CILEDUG KOTA TANGERANG BANTEN TANGERANG ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT CAT TUNA 20KG DONAT FRESHPACK;BOLT CAT TUNA 20KG DONAT FRESHPACK;;;;;2;SAK;415.000;0;830.000;
2;BOLT CAT SALMON 20KG FRESHPACK BULAT;BOLT CAT SALMON 20KG FRESHPACK BULAT;;;;;1;SAK;415.000;0;415.000;
3;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;3;SAK;415.000;0;1.245.000;
4;CAT CHOIZE TUNA 20KG;CAT CHOIZE TUNA 20KG;;;;;20;SAK;419.000;0;8.380.000;
5;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;10;SAK;419.000;0;4.190.000;
6;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;5;SAK;471.000;0;2.355.000;
7;CHESTER 20 KG FP - TUNA;CHESTER 20 KG FP - TUNA;;;;;6;SAK;379.000;0;2.274.000;
8;EXCEL CAT 20 KG TD;EXCEL CAT 20 KG TUNA DONAT;;;;;1;SAK;423.500;0;423.500;
;;;;;; ;;;;;;
;;;;;;;48;;;;20.112.500;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;20.112.500;;
 ;;;;;;;;;;;;
JL-0011655-26;;07/07/2026;;;PL3969;RINAWATI - MUNJUL;;;JL. RAYA MALAKA NO.11 RT 06/06 KEL. MUNJUL - CIPAYUNG ( DEKAT GANG BUTON) JAK TIMUR ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;LIFE CAT 20 KG;LIFE CAT 20 KG;;;;;2;SAK;517.500;0;1.035.000;
;;;;;; ;;;;;;
;;;;;;;2;;;;1.035.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;1.035.000;;
 ;;;;;;;;;;;;
JL-0011657-26;;07/07/2026;;;PL6124;GINS PETSHOP - KALISARI;;;JL. KALISARI III RT 001/010 GG. H. MUDUK KEL. KALISARI, KEC. PS. REBO  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;4;SAK;415.000;0;1.660.000;
2;CHESTER 20 KG FP - TUNA;CHESTER 20 KG FP - TUNA;;;;;4;SAK;379.000;0;1.516.000;
3;CAT CHOIZE TUNA 20KG;CAT CHOIZE TUNA 20KG;;;;;3;SAK;419.000;0;1.257.000;
4;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;3;SAK;419.000;0;1.257.000;
5;CAT CHOIZE KITTEN SALMON 20KG;CAT CHOIZE KITTEN SALMON 20KG;;;;;1;SAK;471.000;0;471.000;
6;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;3;SAK;471.000;0;1.413.000;
7;BEAUTY CAT 20KG - CHICKEN & SALMON;BEAUTY CAT 20KG - CHICKEN & SALMON;;;;;2;SAK;523.000;0;1.046.000;
8;MISTER PUSS SALMON 20KG;MISTER PUSS SALMON 20KG;;;;;1;SAK;383.000;0;383.000;
9;MISTER PUSS TUNA 20KG;MISTER PUSS TUNA 20KG;;;;;1;SAK;383.000;0;383.000;
10;MPKM10K;MISTER PUSS KITTEN MAMA 10KG;;;;;2;SAK;221.000;0;442.000;
11;LEZATO TUNA 20KG;LEZATO TUNA 20KG;;;;;2;SAK;398.000;0;796.000;
12;LIFE CAT 20 KG;LIFE CAT 20 KG;;;;;2;SAK;517.500;0;1.035.000;
13;EXCEL CAT 20 KG M&K;EXCEL CAT 20 KG MOTHER & KITTEN;;;;;1;SAK;470.000;0;470.000;
14;EXCEL CAT 20 KG TI;EXCEL CAT 20 KG TUNA IKAN;;;;;1;SAK;423.500;0;423.500;
15;PBT-400GR-SAK;PUSSBITE TUNA 400 GR (SAK);;;;;1;SAK;368.500;0;368.500;
16;FELIBITE 500 GR SM (SAK);FELIBITE 500 GR SALMON MENTAI (SAK);;;;;1;SAK;443.000;0;443.000;
17;ORI CAT 20 KG - IKAN FRESH PACK (SAK);ORI CAT 20 KG - IKAN FRESH PACK (SAK);;;;;1;SAK;428.000;0;428.000;
;;;;;; ;;;;;;
;;;;;;;33;;;;13.792.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;13.792.000;;
 ;;;;;;;;;;;;
JL-0011668-26;;07/07/2026;;;PL2588;RN PETSHOP - CIRACAS;;;JL RAYA PKP NO.02 KELAPA DUA WETAN - CIRACAS JAK - TIM ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;1;SAK;471.000;0;471.000;
2;BEAUTY CAT 20KG - CHICKEN & SALMON;BEAUTY CAT 20KG - CHICKEN & SALMON;;;;;1;SAK;523.000;0;523.000;
3;LIFE CAT 20 KG;LIFE CAT 20 KG;;;;;1;SAK;517.500;0;517.500;
4;MAXI CAT CHICKEN & TUNA 20KG;MAXI CAT FOOD CHICKEN TUNA 20KG;;;;;1;SAK;541.000;0;541.000;
5;EXCEL CAT 20 KG TI;EXCEL CAT 20 KG TUNA IKAN;;;;;3;SAK;423.500;0;1.270.500;
6;MEO 7 KG - TUNA;MEO 7 KG - TUNA;;;;;2;SAK;253.000;0;506.000;
7;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;2;SAK;419.000;0;838.000;
;;;;;; ;;;;;;
;;;;;;;11;;;;4.667.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;4.667.000;;
 ;;;;;;;;;;;;
JL-0011688-26;;07/07/2026;;;PL4677;AHMED FAOUZI;;;JL MUJAHIDIN RT.011/002 RAMBUTAN CIRACAS( SAMPING SEKOLAHAN SMK WIJAYA KUSUMA )  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;TARO CAT LITTER 5 LT;TARO CAT LITTER 5 LT (ISI 6);;;;;6;PCS;25.000;0;150.000;
2;PASIR MIGOO 5 L (ISI 6);PASIR MIGOO 5 L (ISI 6);;;;;6;PCS;22.000;0;132.000;
3;PASIR MIGOO 25 L;PASIR MIGOO 25 L;;;;;3;PCS;82.000;0;246.000;
4;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;2;SAK;471.000;0;942.000;
;;;;;; ;;;;;;
;;;;;;;17;;;;1.470.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;1.470.000;;
 ;;;;;;;;;;;;
JL-0011692-26;;07/07/2026;;;PL4995;ALIAN FUMIA MARIA - TAPOS;;;(ALMOZA CATSHOP) JL. LEUWINANGGUNG NO.9 RT 003/006 KEL. TAPOS, KEC. DEPOK DEPOK JAWA BARAT;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;CAT CHOIZE MOTHER & KITTEN 20KG;CAT CHOIZE MOTHER & KITTEN 20KG;;;;;2;SAK;472.000;0;944.000;
2;LIFE CAT 20 KG;LIFE CAT 20 KG;;;;;5;SAK;517.500;0;2.587.500;
3;MISTER PUSS SALMON 20KG;MISTER PUSS SALMON 20KG;;;;;2;SAK;383.000;0;766.000;
4;MISTER PUSS TUNA 20KG;MISTER PUSS TUNA 20KG;;;;;2;SAK;383.000;0;766.000;
5;PBT-400GR-SAK;PUSSBITE TUNA 400 GR (SAK);;;;;2;SAK;368.500;0;737.000;
6;PBS-400GR-SAK;PUSSBITE SALMON 400 GR (SAK);;;;;2;SAK;368.500;0;737.000;
7;LEZATO TUNA 20KG;LEZATO TUNA 20KG;;;;;2;SAK;398.000;0;796.000;
8;LEZATO KITTEN TUNA 20KG;LEZATO KITTEN TUNA 20KG;;;;;1;SAK;426.500;0;426.500;
9;EXCEL CAT 20 KG M&K;EXCEL CAT 20 KG MOTHER & KITTEN;;;;;1;SAK;470.000;0;470.000;
10;MAXI CAT CHICKEN & TUNA 20KG;MAXI CAT FOOD CHICKEN TUNA 20KG;;;;;3;SAK;541.000;0;1.623.000;
11;ORI CAT 20 KG - IKAN FRESH PACK (SAK);ORI CAT 20 KG - IKAN FRESH PACK (SAK);;;;;1;SAK;428.000;0;428.000;
12;FELIBITE 500 GR TOT (SAK);FELIBITE 500 GR TUNA O TORO (SAK);;;;;1;SAK;443.000;0;443.000;
13;PASIR SPS (ALL VARIANT);PASIR ZEOLITE;;;;;10;SAK;23.500;0;235.000;
14;MARKOTOPS CAT LITTER 25 L;PASIR MARKOTOPS 25 L;;;;;5;PCS;106.500;0;532.500;
15;MARKOTOPS CAT LITTER 10 LTR;PASIR MARKOTOPS 10 L (ISI 3);;;;;3;PCS;52.500;0;157.500;
16;MARKOTOPS CAT LITTER 5.5 L;PASIR MARKOTOPS 5.5 L (ISI 5);;;;;5;PCS;30.000;0;150.000;
;;;;;; ;;;;;;
;;;;;;;47;;;;11.799.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;11.799.000;;
 ;;;;;;;;;;;;
JL-0011695-26;;07/07/2026;;;PL3947;APRIYANTI TRIARINI;;;JL. MAWAR RAYA NO. 33 RT 12/10 GG. H. KUMING KALISARI 3 JAKARTA TIMUR ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;BOLT DOG 20KG BEEF - FRESHPACK;BOLT DOG 20KG BEEF - FRESHPACK;;;;;3;SAK;335.000;0;1.005.000;
2;BOLT DOG 20KG LAMB - FRESHPACK;BOLT DOG 20KG LAMB - FRESHPACK;;;;;2;SAK;335.000;0;670.000;
3;MEO 7 KG - TUNA;MEO 7 KG - TUNA;;;;;1;SAK;253.000;0;253.000;
4;MEO 7 KG - SALMON;MEO 7 KG - SALMON;;;;;2;SAK;253.000;0;506.000;
;;;;;; ;;;;;;
;;;;;;;8;;;;2.434.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;2.434.000;;
 ;;;;;;;;;;;;
JL-0011710-26;;08/07/2026;;;PL5098;WIDI HIDAYAT - CILEUNGSI;;;(TOKO NASIONAL) GRAND NUSA INDAH BLOK B1 NO 17, CILEUNGSI BOGOR  ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;PBS-400GR-SAK;PUSSBITE SALMON 400 GR (SAK);;;;;3;SAK;368.500;0;1.105.500;
2;MARKOTOPS CAT LITTER 25 L;PASIR MARKOTOPS 25 L;;;;;3;PCS;106.500;0;319.500;
;;;;;; ;;;;;;
;;;;;;;6;;;;1.425.000;
Pot. :;0;;Pajak :;0;;Biaya :;0;;Total Akhir :;1.425.000;;
 ;;;;;;;;;;;;
JL-0011719-26;;08/07/2026;;;PL1599;TONO;;;JL.RAYA TENGAH RT 08/03 CONDET JAKARTA TIMUR ;;;
No.;Kd. Item;Nama Item;;;;;Jml;Satuan;Harga;Pot. %;Total;
1;CAT CHOIZE KITTEN TUNA 20KG;CAT CHOIZE KITTEN TUNA 20KG;;;;;2;SAK;471.000;0;942.000;
2;CAT CHOIZE KITTEN SALMON 20KG;CAT CHOIZE KITTEN SALMON 20KG;;;;;1;SAK;471.000;0;471.000;
3;CAT CHOIZE MOTHER & KITTEN 20KG;CAT CHOIZE MOTHER & KITTEN 20KG;;;;;2;SAK;472.000;0;944.000;
4;CAT CHOIZE SALMON 20KG;CAT CHOIZE SALMON 20KG;;;;;2;SAK;419.000;0;838.000;
5;BOLT CAT TUNA 20KG IKAN FRESHPACK;BOLT CAT TUNA 20KG IKAN FRESHPACK;;;;;3;SAK;415.000;0;1.245.000;
